Distrito,N° de Escuela,Matrícula Total,1° año - Alumnos,1° año - Sobreedad,1° año - Permanencia,1° año - Aprobados,2° año - Alumnos,2° año - Sobreedad,2° año - Permanencia,2° año - Aprobados,3° año - Alumnos,3° año - Sobreedad,3° año - Permanencia,3° año - Aprobados,4° año - Alumnos,4° año - Sobreedad,4° año - Permanencia,4° año - Aprobados,5° año - Alumnos,5° año - Sobreedad,5° año - Permanencia,5° año - Aprobados,6° año - Alumnos,6° año - Sobreedad,6° año - Permanencia,6° año - Aprobados,Aprobados en PDL (%),Aprobados en Matemática (%)
117_T DE FEBRERO,EP N° 1023,272,53,0,0,53,28,3,1,27,51,5,4,47,44,5,1,43,53,4,2,51,43,1,3,40,91.38%,86.54%
117_T DE FEBRERO,EP N° 1125,450,84,0,0,84,79,3,1,78,70,4,3,67,75,3,4,71,68,5,5,63,74,4,1,73,93.26%,87.98%
118_H YRIGOYEN,EP N° 1285,64,9,0,0,9,10,0,0,10,10,0,0,10,10,0,0,10,13,1,0,13,12,1,0,12,94.82%,87.82%
118_H YRIGOYEN,EP N° 1326,444,70,0,0,70,70,3,1,69,65,2,2,63,80,4,6,74,80,5,2,78,79,6,1,78,91.56%,95.51%
118_H YRIGOYEN,EP N° 1423,370,74,0,0,74,60,4,3,57,64,2,2,62,47,4,0,47,53,1,1,52,72,3,2,70,90.38%,93.29%
118_H YRIGOYEN,EP N° 199,328,65,0,0,65,52,3,1,51,59,3,3,56,50,6,3,47,55,4,1,54,47,0,1,46,86.92%,82.89%
119_BERAZATEGUI,EP N° 203,290,53,0,0,53,51,3,1,50,49,4,2,47,38,2,0,38,44,4,1,43,55,4,3,52,97.89%,89.63%
119_BERAZATEGUI,EP N° 336,63,11,0,0,11,10,0,0,10,11,0,0,11,8,0,1,7,11,1,1,10,12,1,0,12,86.74%,86.21%
119_BERAZATEGUI,EP N° 456,182,31,0,0,31,29,1,0,29,27,3,0,27,32,2,1,31,26,1,1,25,37,4,0,37,90.39%,93.97%
119_BERAZATEGUI,EP N° 503,44,7,0,0,7,9,4,0,9,6,0,0,6,8,0,0,8,7,1,0,7,7,2,0,7,95.65%,88.15%
119_BERAZATEGUI,EP N° 609,121,21,0,0,21,21,2,1,20,20,0,0,20,21,2,1,20,17,1,1,16,21,1,0,21,87.60%,83.95%
119_BERAZATEGUI,EP N° 798,315,43,0,0,43,44,1,0,44,54,7,1,53,66,2,3,63,54,2,3,51,54,1,3,51,89.26%,91.78%
119_BERAZATEGUI,EP N° 823,249,31,0,0,31,41,3,3,38,49,2,1,48,45,4,1,44,40,1,1,39,43,3,1,42,87.01%,88.02%
119_BERAZATEGUI,EP N° 956,250,32,0,0,32,45,1,3,42,46,2,2,44,46,2,1,45,39,0,0,39,42,1,2,40,85.41%,91.12%
119_BERAZATEGUI,EP N° 1003,222,37,0,0,37,39,5,1,38,38,0,1,37,37,3,1,36,34,1,0,34,37,3,0,37,93.34%,86.17%
119_BERAZATEGUI,EP N° 1123,309,49,0,0,49,42,3,1,41,51,2,2,49,53,2,2,51,57,5,3,54,57,4,0,57,95.72%,93.40%
119_BERAZATEGUI,EP N° 1256,176,33,0,0,33,29,2,2,27,31,2,0,31,28,2,1,27,28,2,1,27,27,3,0,27,88.73%,97.73%
119_BERAZATEGUI,EP N° 1356,245,39,0,0,39,41,3,4,37,35,3,1,34,42,5,0,42,41,3,2,39,47,2,2,45,88.61%,86.00%
119_BERAZATEGUI,EP N° 1423,260,53,0,0,53,31,2,1,30,41,0,0,41,43,3,2,41,41,5,2,39,51,2,1,50,92.33%,81.42%
120_SALLIQUELO,EP N° 165,266,55,0,0,55,49,2,1,48,31,5,0,31,41,1,1,40,42,4,3,39,48,3,1,47,91.08%,83.46%
120_SALLIQUELO,EP N° 223,91,11,0,0,11,16,2,1,15,17,2,0,17,18,1,0,18,15,2,2,13,14,4,2,12,85.08%,80.86%
120_SALLIQUELO,EP N° 356,211,32,0,0,32,39,4,1,38,31,0,1,30,42,2,0,42,28,5,1,27,39,1,0,39,96.31%,84.69%
120_SALLIQUELO,EP N° 156,277,41,0,0,41,49,0,1,48,48,3,3,45,41,4,0,41,47,3,2,45,51,3,1,50,93.91%,85.36%
120_SALLIQUELO,EP N° 200,295,46,0,0,46,53,0,2,51,53,2,2,51,52,3,2,50,38,2,3,35,53,3,2,51,94.75%,96.03%
120_SALLIQUELO,EP N° 359,379,69,0,0,69,58,4,2,56,70,7,1,69,57,4,1,56,61,2,1,60,64,4,0,64,93.45%,96.76%
121_C SARMIENTO,EP N° 156,322,49,0,0,49,55,5,2,53,61,1,4,57,53,4,0,53,42,6,1,41,62,4,3,59,85.46%,84.83%
121_C SARMIENTO,EP N° 209,357,54,0,0,54,59,4,1,58,65,3,2,63,63,2,2,61,59,4,4,55,57,3,3,54,93.37%,96.69%
121_C SARMIENTO,EP N° 359,77,11,0,0,11,12,0,0,12,14,0,0,14,12,0,0,12,16,2,1,15,12,2,0,12,85.19%,95.18%
122_ISLAS,EP N° 446,349,57,0,0,57,59,2,1,58,62,2,3,59,55,2,3,52,55,3,3,52,61,4,2,59,93.72%,82.75%
122_ISLAS,EP N° 553,234,39,0,0,39,37,3,0,37,38,1,0,38,39,4,1,38,45,3,2,43,36,2,1,35,89.51%,92.36%
122_ISLAS,EP N° 678,146,26,0,0,26,21,3,1,20,22,3,0,22,24,2,3,21,28,1,0,28,25,2,0,25,94.81%,80.41%
123_LA COSTA,EP N° 701,261,44,0,0,44,57,3,1,56,45,2,1,44,33,2,0,33,39,6,1,38,43,4,0,43,94.51%,89.86%
123_LA COSTA,EP N° 823,107,18,0,0,18,17,1,0,17,18,2,1,17,20,2,1,19,16,1,0,16,18,2,0,18,98.35%,83.30%
123_LA COSTA,EP N° 956,120,20,0,0,20,22,2,1,21,20,2,0,20,21,1,0,21,16,1,0,16,21,1,0,21,85.81%,95.41%
124_PINAMAR,EP N° 1023,227,37,0,0,37,37,2,3,34,41,3,1,40,38,2,0,38,41,4,2,39,33,2,0,33,85.80%,86.74%
124_PINAMAR,EP N° 1125,602,83,0,0,83,103,6,1,102,87,7,3,84,109,3,4,105,124,11,1,123,96,4,3,93,92.49%,90.73%
124_PINAMAR,EP N° 1285,224,31,0,0,31,36,0,2,34,43,3,0,43,45,0,2,43,30,0,0,30,39,2,2,37,97.86%,96.14%
124_PINAMAR,EP N° 1326,85,15,0,0,15,13,0,0,13,16,1,0,16,14,2,0,14,12,2,0,12,15,1,1,14,96.12%,93.52%
125_V GESELL,EP N° 1423,129,20,0,0,20,22,0,1,21,20,0,0,20,19,0,0,19,23,2,1,22,25,0,0,25,86.81%,95.17%
125_V GESELL,EP N° 199,182,32,0,0,32,30,2,2,28,29,1,0,29,32,2,1,31,33,2,1,32,26,3,0,26,92.65%,92.65%
125_V GESELL,EP N° 203,100,21,0,0,21,18,2,1,17,14,1,1,13,18,2,0,18,16,3,1,15,13,0,0,13,92.92%,81.73%
125_V GESELL,EP N° 336,316,60,0,0,60,40,4,0,40,47,2,3,44,59,2,0,59,59,1,1,58,51,4,1,50,90.53%,97.70%
126_M HERMOSO,EP N° 456,327,56,0,0,56,51,2,0,51,43,3,2,41,59,4,0,59,56,4,2,54,62,2,3,59,97.76%,94.64%
126_M HERMOSO,EP N° 503,361,47,0,0,47,58,5,0,58,64,0,3,61,65,7,0,65,64,2,4,60,63,4,0,63,88.99%,89.37%
126_M HERMOSO,EP N° 609,151,27,0,0,27,28,2,1,27,23,1,0,23,24,0,0,24,24,2,1,23,25,0,2,23,86.39%,95.39%
126_M HERMOSO,EP N° 798,427,65,0,0,65,65,5,0,65,70,7,0,70,87,4,1,86,70,6,3,67,70,4,1,69,88.60%,93.52%
126_M HERMOSO,EP N° 823,346,53,0,0,53,45,2,2,43,60,3,3,57,63,4,0,63,68,3,1,67,57,6,3,54,94.31%,84.80%
126_M HERMOSO,EP N° 956,221,36,0,0,36,35,1,0,35,39,3,1,38,31,1,0,31,40,1,3,37,40,0,5,35,86.39%,92.29%
127_TRES LOMAS,EP N° 1003,322,54,0,0,54,48,3,1,47,53,2,4,49,50,4,1,49,62,2,1,61,55,3,3,52,86.85%,82.20%
127_TRES LOMAS,EP N° 1123,59,9,0,0,9,8,0,0,8,12,0,1,11,9,0,0,9,10,1,0,10,11,1,1,10,85.91%,83.46%
127_TRES LOMAS,EP N° 1256,145,26,0,0,26,29,0,0,29,26,1,0,26,19,2,0,19,21,2,1,20,24,3,1,23,98.18%,96.05%
127_TRES LOMAS,EP N° 1356,324,60,0,0,60,52,1,2,50,49,4,2,47,58,2,2,56,51,1,3,48,54,5,1,53,85.34%,88.90%
127_TRES LOMAS,EP N° 1423,153,21,0,0,21,27,2,0,27,24,1,0,24,28,2,1,27,28,0,0,28,25,0,0,25,85.47%,89.05%
127_TRES LOMAS,EP N° 165,159,25,0,0,25,24,2,0,24,29,2,2,27,27,3,1,26,25,1,0,25,29,0,0,29,89.55%,84.19%
127_TRES LOMAS,EP N° 223,296,46,0,0,46,47,1,0,47,47,5,2,45,47,4,0,47,50,2,2,48,59,5,3,56,97.46%,96.71%
128_F AMEGHINO,EP N° 356,203,30,0,0,30,37,1,1,36,36,0,0,36,35,2,0,35,36,1,2,34,29,2,0,29,88.63%,89.83%
128_F AMEGHINO,EP N° 156,199,39,0,0,39,31,2,2,29,30,0,2,28,31,3,1,30,32,2,2,30,36,2,0,36,94.35%,86.51%
128_F AMEGHINO,EP N° 200,191,39,0,0,39,34,4,0,34,26,4,1,25,31,2,2,29,30,1,0,30,31,4,1,30,92.36%,85.97%
129_PTE PERON,EP N° 359,335,54,0,0,54,63,4,1,62,53,6,0,53,56,4,2,54,55,0,0,55,54,3,0,54,98.64%,84.00%
129_PTE PERON,EP N° 156,178,30,0,0,30,22,0,0,22,32,1,4,28,31,5,2,29,25,5,3,22,38,1,1,37,96.33%,89.10%
129_PTE PERON,EP N° 209,260,48,0,0,48,47,2,3,44,35,4,1,34,41,3,1,40,49,3,1,48,40,1,3,37,85.50%,95.54%
129_PTE PERON,EP N° 359,443,61,0,0,61,86,7,3,83,76,5,3,73,77,4,7,70,78,4,0,78,65,2,1,64,85.75%,92.39%
129_PTE PERON,EP N° 446,220,41,0,0,41,31,5,2,29,38,1,0,38,39,3,0,39,31,1,4,27,40,3,2,38,93.01%,95.68%
129_PTE PERON,EP N° 553,303,56,0,0,56,59,4,1,58,44,5,4,40,38,2,2,36,54,4,0,54,52,4,1,51,91.61%,94.38%
130_EZEIZA,EP N° 678,253,38,0,0,38,43,2,5,38,44,2,0,44,48,4,2,46,42,2,1,41,38,4,1,37,97.72%,87.94%
130_EZEIZA,EP N° 701,278,49,0,0,49,48,2,2,46,40,5,0,40,41,4,3,38,47,3,0,47,53,2,3,50,98.66%,90.04%
130_EZEIZA,EP N° 823,372,51,0,0,51,69,4,2,67,61,2,1,60,63,4,2,61,52,3,3,49,76,4,6,70,91.15%,91.69%
130_EZEIZA,EP N° 956,280,45,0,0,45,39,2,0,39,60,6,4,56,37,1,1,36,45,2,3,42,54,3,0,54,98.05%,91.30%
130_EZEIZA,EP N° 1023,455,73,0,0,73,74,5,0,74,84,7,4,80,78,3,6,72,71,5,1,70,75,9,0,75,91.97%,87.70%
130_EZEIZA,EP N° 1125,369,56,0,0,56,71,9,3,68,62,6,1,61,69,1,5,64,51,1,3,48,60,5,2,58,86.52%,96.78%
131_SAN MIGUEL,EP N° 1285,385,78,0,0,78,62,4,2,60,57,3,1,56,60,3,2,58,63,3,1,62,65,2,1,64,85.72%,97.93%
131_SAN MIGUEL,EP N° 1326,235,39,0,0,39,44,5,1,43,36,1,2,34,38,3,1,37,40,2,2,38,38,3,0,38,87.97%,89.58%
131_SAN MIGUEL,EP N° 1423,337,61,0,0,61,50,2,2,48,56,2,2,54,67,9,2,65,50,4,3,47,53,2,1,52,88.31%,96.35%
131_SAN MIGUEL,EP N° 199,526,89,0,0,89,108,6,2,106,76,5,2,74,80,4,2,78,84,6,5,79,89,5,4,85,88.39%,90.70%
131_SAN MIGUEL,EP N° 203,101,16,0,0,16,17,0,0,17,17,0,1,16,17,2,2,15,17,0,0,17,17,1,0,17,85.02%,93.17%
131_SAN MIGUEL,EP N° 336,363,68,0,0,68,64,3,0,64,46,3,0,46,63,0,4,59,60,4,5,55,62,3,3,59,90.06%,84.69%
131_SAN MIGUEL,EP N° 456,182,31,0,0,31,36,0,1,35,28,1,0,28,36,2,2,34,26,0,0,26,25,0,1,24,92.41%,97.08%
131_SAN MIGUEL,EP N° 503,305,44,0,0,44,59,6,1,58,65,1,2,63,44,3,0,44,42,2,1,41,51,1,4,47,93.15%,94.32%
131_SAN MIGUEL,EP N° 609,249,37,0,0,37,32,4,2,30,41,2,3,38,41,2,2,39,50,3,1,49,48,6,2,46,95.20%,86.21%
131_SAN MIGUEL,EP N° 798,136,24,0,0,24,24,1,1,23,19,0,1,18,27,1,1,26,18,2,0,18,24,2,1,23,94.56%,87.07%
131_SAN MIGUEL,EP N° 823,117,16,0,0,16,18,0,1,17,20,3,0,20,20,2,0,20,22,0,1,21,21,0,1,20,87.37%,92.55%
131_SAN MIGUEL,EP N° 956,118,19,0,0,19,17,0,0,17,21,1,0,21,18,0,0,18,21,1,1,20,22,0,0,22,90.35%,91.66%
131_SAN MIGUEL,EP N° 1003,201,35,0,0,35,37,6,0,37,28,0,1,27,31,1,0,31,37,1,2,35,33,2,1,32,88.35%,86.64%
132_JOSE C. PAZ,EP N° 1123,66,12,0,0,12,10,1,0,10,10,1,0,10,11,0,1,10,12,1,0,12,11,1,0,11,92.76%,91.37%
132_JOSE C. PAZ,EP N° 1256,215,41,0,0,41,31,0,3,28,36,1,0,36,39,2,1,38,28,2,2,26,40,0,1,39,95.62%,89.83%
132_JOSE C. PAZ,EP N° 1356,307,63,0,0,63,44,1,1,43,49,1,4,45,49,3,1,48,52,5,2,50,50,5,3,47,92.33%,90.94%
132_JOSE C. PAZ,EP N° 1423,482,69,0,0,69,73,7,3,70,85,2,2,83,83,6,2,81,88,4,4,84,84,3,1,83,85.61%,86.56%
132_JOSE C. PAZ,EP N° 165,442,66,0,0,66,63,4,0,63,86,3,3,83,80,4,3,77,75,5,5,70,72,5,8,64,87.82%,89.42%
132_JOSE C. PAZ,EP N° 223,90,16,0,0,16,11,0,0,11,12,0,0,12,17,0,2,15,18,1,2,16,16,1,0,16,91.89%,93.20%
133_MALVINAS ARG,EP N° 356,70,12,0,0,12,12,1,0,12,10,0,0,10,13,1,0,13,11,1,0,11,12,2,0,12,86.97%,85.86%
133_MALVINAS ARG,EP N° 156,276,48,0,0,48,44,4,1,43,44,1,0,44,45,4,0,45,46,2,0,46,49,3,3,46,95.06%,86.27%
133_MALVINAS ARG,EP N° 200,73,13,0,0,13,10,1,0,10,14,0,0,14,12,0,1,11,12,0,0,12,12,1,0,12,95.05%,85.70%
133_MALVINAS ARG,EP N° 359,64,10,0,0,10,11,1,0,11,10,1,0,10,13,2,0,13,11,1,0,11,9,2,2,7,93.48%,88.66%
133_MALVINAS ARG,EP N° 156,172,33,0,0,33,31,4,2,29,28,1,0,28,27,1,0,27,22,2,1,21,31,0,0,31,96.05%,89.60%
133_MALVINAS ARG,EP N° 209,347,52,0,0,52,57,2,2,55,78,7,2,76,57,3,3,54,57,5,0,57,46,4,0,46,96.31%,91.02%
133_MALVINAS ARG,EP N° 359,256,35,0,0,35,48,2,3,45,50,3,1,49,43,4,0,43,36,2,0,36,44,4,3,41,94.08%,93.06%
133_MALVINAS ARG,EP N° 446,441,56,0,0,56,84,6,5,79,60,3,1,59,68,1,2,66,99,5,3,96,74,7,5,69,93.17%,80.77%
133_MALVINAS ARG,EP N° 553,158,25,0,0,25,26,0,2,24,26,2,1,25,28,3,3,25,28,1,3,25,25,2,1,24,97.68%,86.71%
133_MALVINAS ARG,EP N° 678,294,47,0,0,47,49,2,0,49,56,2,2,54,49,2,0,49,44,3,0,44,49,1,1,48,93.28%,80.52%
133_MALVINAS ARG,EP N° 701,414,71,0,0,71,63,4,2,61,72,1,4,68,73,5,3,70,75,6,3,72,60,6,0,60,94.78%,97.19%
133_MALVINAS ARG,EP N° 823,85,14,0,0,14,16,1,0,16,14,0,0,14,12,1,0,12,16,1,1,15,13,0,1,12,92.29%,91.18%
133_MALVINAS ARG,EP N° 956,239,38,0,0,38,39,2,2,37,38,3,1,37,30,5,1,29,49,2,1,48,45,0,2,43,94.86%,91.91%
134_PUNTA INDIO,EP N° 1023,524,90,0,0,90,86,9,4,82,84,5,2,82,87,6,6,81,86,8,0,86,91,9,3,88,98.18%,83.59%
134_PUNTA INDIO,EP N° 1125,251,41,0,0,41,34,5,2,32,41,3,0,41,49,2,3,46,50,1,1,49,36,1,0,36,87.33%,88.16%
134_PUNTA INDIO,EP N° 1285,348,58,0,0,58,58,6,2,56,62,2,0,62,47,5,3,44,63,7,0,63,60,4,5,55,98.70%,88.48%
134_PUNTA INDIO,EP N° 1326,220,34,0,0,34,43,3,2,41,39,4,2,37,29,2,1,28,37,1,2,35,38,1,1,37,88.42%,96.26%
134_PUNTA INDIO,EP N° 1423,271,50,0,0,50,44,4,1,43,42,4,4,38,43,1,1,42,43,2,1,42,49,3,2,47,94.85%,82.46%
135_HURLINGHAM,EP N° 199,351,63,0,0,63,56,6,3,53,63,3,1,62,58,6,3,55,59,4,0,59,52,4,2,50,89.00%,85.36%
135_HURLINGHAM,EP N° 203,240,38,0,0,38,39,3,1,38,41,3,1,40,41,2,1,40,44,2,2,42,37,1,0,37,98.68%,90.58%
135_HURLINGHAM,EP N° 336,642,126,0,0,126,118,4,4,114,97,6,5,92,94,6,1,93,110,4,0,110,97,5,6,91,95.08%,81.39%
135_HURLINGHAM,EP N° 456,272,49,0,0,49,39,4,0,39,47,3,4,43,53,4,3,50,50,3,1,49,34,2,0,34,87.01%,86.73%
135_HURLINGHAM,EP N° 503,315,53,0,0,53,65,2,4,61,48,3,2,46,47,3,4,43,56,1,2,54,46,2,0,46,96.64%,95.29%
135_HURLINGHAM,EP N° 609,372,50,0,0,50,70,2,3,67,64,5,3,61,62,5,2,60,67,5,1,66,59,1,1,58,92.61%,84.96%
135_HURLINGHAM,EP N° 798,292,39,0,0,39,50,3,2,48,45,1,1,44,55,5,1,54,45,3,0,45,58,5,2,56,94.80%,97.25%
135_HURLINGHAM,EP N° 823,361,68,0,0,68,65,6,2,63,50,2,0,50,62,4,2,60,52,5,2,50,64,5,1,63,92.68%,91.41%
135_HURLINGHAM,EP N° 956,335,62,0,0,62,57,3,1,56,66,0,1,65,48,4,3,45,55,7,2,53,47,2,0,47,90.73%,97.85%
135_HURLINGHAM,EP N° 1003,228,40,0,0,40,34,1,1,33,36,0,1,35,33,0,2,31,45,2,1,44,40,1,1,39,92.20%,88.43%
135_HURLINGHAM,EP N° 1123,366,63,0,0,63,55,4,0,55,63,5,1,62,48,0,1,47,68,7,2,66,69,4,0,69,93.16%,91.01%
135_HURLINGHAM,EP N° 1256,297,57,0,0,57,56,5,2,54,49,4,4,45,43,1,1,42,45,3,1,44,47,0,2,45,96.48%,97.38%
135_HURLINGHAM,EP N° 1356,301,45,0,0,45,41,3,2,39,47,0,4,43,56,5,1,55,57,5,1,56,55,2,1,54,91.89%,95.41%
136_ITUZAINGO,EP N° 1423,59,7,0,0,7,10,0,0,10,12,0,0,12,10,0,0,10,11,0,0,11,9,1,0,9,95.06%,89.85%
136_ITUZAINGO,EP N° 165,451,70,0,0,70,76,5,3,73,69,6,3,66,84,5,3,81,77,2,0,77,75,0,1,74,93.18%,90.72%
136_ITUZAINGO,EP N° 223,223,35,0,0,35,41,2,2,39,45,5,1,44,34,1,0,34,33,2,2,31,35,2,0,35,96.01%,84.85%
136_ITUZAINGO,EP N° 356,378,69,0,0,69,65,5,1,64,66,4,2,64,71,5,0,71,55,5,2,53,52,2,1,51,88.92%,84.10%
136_ITUZAINGO,EP N° 156,331,57,0,0,57,61,4,1,60,46,1,1,45,58,0,2,56,59,3,2,57,50,6,1,49,95.10%,93.59%
136_ITUZAINGO,EP N° 200,282,37,0,0,37,52,4,1,51,42,4,0,42,49,5,2,47,48,2,4,44,54,2,5,49,94.86%,93.56%
136_ITUZAINGO,EP N° 359,108,20,0,0,20,21,1,0,21,18,0,0,18,16,0,0,16,13,1,0,13,20,3,0,20,89.14%,97.56%
136_ITUZAINGO,EP N° 156,242,40,0,0,40,38,0,1,37,41,2,1,40,44,3,2,42,40,4,0,40,39,1,1,38,89.50%,87.62%
136_ITUZAINGO,EP N° 209,238,36,0,0,36,41,2,1,40,40,0,1,39,43,1,0,43,37,2,1,36,41,2,0,41,98.80%,86.61%
137_LEZAMA,EP N° 359,178,36,0,0,36,22,1,0,22,29,1,2,27,28,2,2,26,33,3,0,33,30,1,1,29,96.91%,96.77%
137_LEZAMA,EP N° 446,368,60,0,0,60,47,3,2,45,65,2,1,64,59,6,0,59,71,4,3,68,66,2,3,63,86.96%,87.21%
137_LEZAMA,EP N° 553,299,42,0,0,42,49,4,1,48,47,5,1,46,58,3,3,55,54,2,2,52,49,5,1,48,94.00%,87.10%
,EP N° 678,,,,,,,,,,,,,,,,,,,,,,,,,,,
